id,target
12025,3
12026,2
12027,2
12028,2
12029,0
12030,2
12031,1
12032,2
12033,2
12034,0
12035,3
12036,0
12037,0
12038,1
12039,3
12040,2
12041,1
12042,2
12043,3
12044,1
12045,2
12046,1
12047,1
12048,0
12049,2
12050,2
12051,2
12052,1
12053,1
12054,1
12055,1
12056,2
12057,2
12058,1
12059,2
12060,2
12061,0
12062,0
12063,2
12064,2
12065,1
12066,1
12067,2
12068,2
12069,3
12070,1
12071,1
12072,1
12073,2
12074,1
12075,1
12076,2
12077,2
12078,1
12079,1
12080,2
12081,2
12082,1
12083,2
12084,0
12085,1
12086,0
12087,1
12088,1
12089,1
12090,2
12091,2
12092,1
12093,2
12094,2
12095,2
12096,0
12097,3
12098,1
12099,2
12100,1
12101,2
12102,1
12103,3
12104,0
12105,1
12106,1
12107,1
12108,0
12109,2
12110,2
12111,1
12112,1
12113,2
12114,2
12115,1
12116,3
12117,1
12118,1
12119,1
12120,0
12121,3
12122,1
12123,0
12124,0
12125,1
12126,2
12127,1
12128,1
12129,1
12130,1
12131,2
12132,3
12133,2
12134,2
12135,3
12136,1
12137,1
12138,1
12139,1
12140,2
12141,1
12142,3
12143,2
12144,2
12145,1
12146,1
12147,1
12148,2
12149,2
12150,2
12151,0
12152,2
12153,1
12154,1
12155,1
12156,2
12157,1
12158,2
12159,3
12160,3
12161,1
12162,1
12163,1
12164,2
12165,0
12166,0
12167,1
12168,2
12169,1
12170,1
12171,3
12172,0
12173,1
12174,2
12175,1
12176,1
12177,1
12178,1
12179,3
12180,1
12181,1
12182,1
12183,2
12184,2
12185,0
12186,1
12187,3
12188,2
12189,1
12190,1
12191,1
12192,2
12193,3
12194,2
12195,1
12196,1
12197,2
12198,1
12199,3
12200,0
12201,1
12202,0
12203,1
12204,3
12205,0
12206,2
12207,3
12208,2
12209,0
12210,3
12211,1
12212,2
12213,2
12214,2
12215,0
12216,2
12217,1
12218,1
12219,1
12220,2
12221,2
12222,2
12223,1
12224,2
12225,2
12226,1
12227,2
12228,2
12229,3
12230,1
12231,2
12232,2
12233,0
12234,2
12235,1
12236,2
12237,1
12238,0
12239,1
12240,2
12241,0
12242,1
12243,2
12244,3
12245,3
12246,3
12247,2
12248,1
12249,2
12250,1
12251,2
12252,2
12253,0
12254,2
12255,1
12256,1
12257,0
12258,1
12259,1
12260,3
12261,1
12262,2
12263,1
12264,2
12265,2
12266,2
12267,2
12268,2
12269,1
12270,1
12271,0
12272,2
12273,2
12274,2
12275,2
12276,2
12277,1
12278,2
12279,2
12280,2
12281,1
12282,2
12283,1
12284,0
12285,1
12286,1
12287,2
12288,2
12289,1
12290,1
12291,2
12292,1
12293,1
12294,1
12295,3
12296,1
12297,1
12298,2
12299,1
12300,2
12301,1
12302,1
12303,0
12304,2
12305,1
12306,2
12307,0
12308,2
12309,0
12310,1
12311,1
12312,2
12313,2
12314,2
12315,1
12316,1
12317,2
12318,1
12319,3
12320,2
12321,1
12322,3
12323,1
12324,1
12325,1
12326,0
12327,1
12328,2
12329,1
12330,3
12331,0
12332,0
12333,3
12334,1
12335,2
12336,1
12337,1
12338,1
12339,2
12340,0
12341,1
12342,1
12343,1
12344,1
12345,2
12346,1
12347,2
12348,2
12349,1
12350,1
12351,2
12352,3
12353,2
12354,1
12355,0
12356,2
12357,2
12358,1
12359,2
12360,2
12361,2
12362,1
12363,1
12364,0
12365,1
12366,1
12367,0
12368,0
12369,0
12370,1
12371,1
12372,1
12373,2
12374,0
12375,1
12376,0
12377,0
12378,1
12379,1
12380,1
12381,0
12382,0
12383,2
12384,2
12385,0
12386,0
12387,1
12388,0
12389,1
12390,2
12391,1
12392,2
12393,1
12394,2
12395,0
12396,2
12397,3
12398,1
12399,1
12400,1
12401,1
12402,1
12403,1
12404,2
12405,1
12406,2
12407,1
12408,2
12409,1
12410,1
12411,2
12412,3
12413,0
12414,0
12415,1
12416,1
12417,2
12418,3
12419,0
12420,1
12421,2
12422,2
12423,1
12424,0
12425,1
12426,1
12427,0
12428,1
12429,2
12430,1
12431,3
12432,3
12433,1
12434,0
12435,3
12436,2
12437,1
12438,0
12439,1
12440,2
12441,2
12442,3
12443,1
12444,1
12445,2
12446,2
12447,1
12448,2
12449,3
12450,0
12451,1
12452,2
12453,2
12454,1
12455,2
12456,2
12457,2
12458,0
12459,3
12460,1
12461,3
12462,2
12463,1
12464,2
12465,3
12466,1
12467,1
12468,3
12469,1
12470,1
12471,1
12472,1
12473,1
12474,2
12475,1
12476,3
12477,1
12478,0
12479,0
12480,1
12481,1
12482,2
12483,1
12484,1
12485,2
12486,1
12487,1
12488,3
12489,2
12490,1
12491,2
12492,2
12493,0
12494,3
12495,1
12496,3
12497,0
12498,0
12499,1
12500,1
12501,1
12502,2
12503,2
12504,1
12505,1
12506,1
12507,1
12508,1
12509,2
12510,2
12511,0
12512,1
12513,2
12514,2
12515,1
12516,0
12517,1
12518,0
12519,2
12520,1
12521,0
12522,1
12523,2
12524,1
12525,2
12526,0
12527,1
12528,2
12529,3
12530,1
12531,2
12532,1
12533,0
12534,2
12535,2
12536,2
12537,1
12538,2
12539,1
12540,2
12541,2
12542,1
12543,2
12544,3
12545,2
12546,0
12547,0
12548,1
12549,1
12550,2
12551,0
12552,1
12553,1
12554,1
12555,2
12556,3
12557,2
12558,0
12559,1
12560,3
12561,0
12562,2
12563,2
12564,3
12565,2
12566,1
12567,2
12568,2
12569,1
12570,3
12571,1
12572,1
12573,1
12574,1
12575,0
12576,3
12577,1
12578,1
12579,2
12580,3
12581,2
12582,1
12583,1
12584,3
12585,1
12586,1
12587,1
12588,1
12589,0
12590,1
12591,2
12592,0
12593,0
12594,2
12595,1
12596,2
12597,1
12598,2
12599,2
12600,1
12601,3
12602,1
12603,1
12604,2
12605,2
12606,1
12607,1
12608,1
12609,1
12610,2
12611,0
12612,2
12613,1
12614,1
12615,3
12616,1
12617,0
12618,1
12619,2
12620,1
12621,2
12622,0
12623,1
12624,0
12625,3
12626,3
12627,2
12628,3
12629,1
12630,1
12631,2
12632,2
12633,1
12634,2
12635,1
12636,1
12637,1
12638,2
12639,0
12640,2
12641,1
12642,2
12643,3
12644,3
12645,0
12646,1
12647,1
12648,1
12649,1
12650,3
12651,1
12652,0
12653,2
12654,0
12655,0
12656,0
12657,0
12658,1
12659,1
12660,0
12661,2
12662,1
12663,2
12664,1
12665,1
12666,3
12667,2
12668,1
12669,1
12670,0
12671,3
12672,3
12673,3
12674,2
12675,2
12676,2
12677,1
12678,2
12679,2
12680,1
12681,1
12682,2
12683,2
12684,1
12685,1
12686,2
12687,0
12688,1
12689,1
12690,1
12691,0
12692,0
12693,1
12694,1
12695,2
12696,1
12697,0
12698,1
12699,1
12700,1
12701,1
12702,1
12703,1
12704,3
12705,1
12706,2
12707,2
12708,1
12709,0
12710,3
12711,0
12712,1
12713,3
12714,1
12715,2
12716,2
12717,1
12718,0
12719,1
12720,1
12721,1
12722,1
12723,1
12724,0
12725,1
12726,2
12727,2
12728,2
12729,1
12730,2
12731,1
12732,1
12733,2
12734,1
12735,2
12736,3
12737,1
12738,3
12739,0
12740,1
12741,1
12742,1
12743,0
12744,3
12745,1
12746,1
12747,1
12748,0
12749,1
12750,1
12751,2
12752,2
12753,1
12754,0
12755,1
12756,1
12757,2
12758,2
12759,2
12760,2
12761,1
12762,0
12763,2
12764,1
12765,1
12766,3
12767,0
12768,2
12769,1
12770,3
12771,0
12772,2
12773,1
12774,1
12775,2
12776,1
12777,0
12778,1
12779,1
12780,1
12781,2
12782,3
12783,1
12784,1
12785,3
12786,1
12787,2
12788,3
12789,1
12790,2
12791,1
12792,1
12793,1
12794,1
12795,1
12796,1
12797,1
12798,1
12799,1
12800,1
12801,0
12802,1
12803,1
12804,3
12805,1
12806,2
12807,2
12808,0
12809,2
12810,0
12811,2
12812,2
12813,2
12814,3
12815,2
12816,3
12817,2
12818,2
12819,2
12820,1
12821,2
12822,2
12823,1
12824,1
12825,0
12826,1
12827,2
12828,2
12829,1
12830,1
12831,2
12832,3
12833,1
12834,1
12835,2
12836,1
12837,1
12838,1
12839,0
12840,1
12841,1
12842,2
12843,1
12844,2
12845,0
12846,1
12847,1
12848,1
12849,1
12850,1
12851,0
12852,2
12853,0
12854,2
12855,1
12856,2
12857,2
12858,1
12859,2
12860,1
12861,1
12862,1
12863,2
12864,1
12865,2
12866,2
12867,1
12868,2
12869,1
12870,2
12871,1
12872,2
12873,0
12874,1
12875,0
12876,1
12877,3
12878,1
12879,2
12880,1
12881,0
12882,0
12883,1
12884,2
12885,3
12886,0
12887,3
12888,2
12889,1
12890,1
12891,2
12892,0
12893,2
12894,1
12895,2
12896,2
12897,1
12898,3
12899,0
12900,1
12901,2
12902,2
12903,1
12904,0
12905,3
12906,1
12907,1
12908,1
12909,1
12910,0
12911,1
12912,3
12913,0
12914,1
12915,2
12916,3
12917,3
12918,2
12919,0
12920,0
12921,2
12922,1
12923,0
12924,2
12925,3
12926,1
12927,0
12928,1
12929,0
12930,1
12931,2
12932,1
12933,1
12934,1
12935,1
12936,2
12937,0
12938,1
12939,0
12940,1
12941,1
12942,2
12943,1
12944,0
12945,2
12946,1
12947,1
12948,1
12949,3
12950,1
12951,1
12952,2
12953,1
12954,2
12955,3
12956,1
12957,2
12958,2
12959,2
12960,3
12961,1
12962,2
12963,1
12964,1
12965,1
12966,3
12967,2
12968,2
12969,1
12970,1
12971,3
12972,1
12973,1
12974,1
12975,0
12976,2
12977,1
12978,2
12979,0
12980,0
12981,2
12982,1
12983,2
12984,1
12985,3
12986,0
12987,1
12988,1
12989,3
12990,1
12991,2
12992,0
12993,3
12994,0
12995,2
12996,3
12997,1
12998,0
12999,0
13000,3
13001,1
13002,2
13003,1
13004,1
13005,1
13006,1
13007,1
13008,1
13009,1
13010,1
13011,2
13012,2
13013,1
13014,3
13015,1
13016,2
13017,0
13018,2
13019,1
13020,1
13021,2
13022,2
13023,1
13024,1
13025,1
13026,1
13027,0
13028,2
13029,2
13030,2
13031,2
13032,1
13033,2
13034,2
13035,1
13036,1
13037,1
13038,0
13039,2
13040,2
13041,2
13042,1
13043,1
13044,1
13045,2
13046,2
13047,1
13048,1
13049,2
13050,1
13051,2
13052,1
13053,0
13054,0
13055,1
13056,1
13057,0
13058,2
13059,3
13060,0
13061,2
13062,0
13063,2
13064,0
13065,1
13066,1
13067,1
13068,1
13069,1
13070,2
13071,2
13072,2
13073,1
13074,1
13075,0
13076,1
13077,0
13078,3
13079,2
13080,1
13081,0
13082,2
13083,2
13084,0
13085,2
13086,1
13087,0
13088,1
13089,1
13090,1
13091,1
13092,2
13093,2
13094,2
13095,2
13096,1
13097,1
13098,1
13099,1
13100,1
13101,2
13102,2
13103,1
13104,1
13105,1
13106,2
13107,0
13108,1
13109,0
13110,3
13111,1
13112,1
13113,0
13114,1
13115,2
13116,1
13117,1
13118,1
13119,1
13120,2
13121,1
13122,3
13123,1
13124,1
13125,1
13126,1
13127,0
13128,3
13129,2
13130,1
13131,0
13132,2
13133,3
13134,2
13135,1
13136,2
13137,0
13138,1
13139,1
13140,1
13141,2
13142,3
13143,0
13144,1
13145,3
13146,1
13147,1
13148,1
13149,2
13150,3
13151,2
13152,2
13153,1
13154,1
13155,1
13156,0
13157,2
13158,1
13159,2
13160,1
13161,0
13162,3
13163,2
13164,1
13165,0
13166,1
13167,2
13168,2
13169,0
13170,2
13171,1
13172,2
13173,1
13174,1
13175,2
13176,1
13177,1
13178,1
13179,2
13180,0
13181,1
